Transport_Protocol,Duration,AvgDuration,PBS,AvgPBS,TBS,PBR,AvgPBR,TBR,Missed_Bytes,Packets_Sent,Packets_Received,SRPR,class
1,120.08,213.7978082,34,54.19178082,228,0,2.438356164,80,0,4,2,0.5,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
2,10.99,17.55375,50,65.3125,106,0,19,0,0,2,0,0,0
2,0.01,0.218568665,49,48.01844964,77,371,234.3900461,399,0,1,1,1,0
1,6.93,6.082307692,75,89.69230769,323,5643,6074.846154,5931,0,6,7,1.166666667,1
2,53.62,34.57,142,103.3809524,310,654,85.14285714,1130,0,6,17,2.833333333,0
2,1.68,1.68,103,103,131,298,298,326,0,1,1,1,0
1,2.98,1.48261811,0,0,192,0,0,0,0,4,0,0,1
2,0.03,0.218568665,48,48.01844964,76,186,234.3900461,214,0,1,1,1,1
2,21,26.5,32,32,88,0,0,0,0,2,0,0,1
2,0,0.012398725,58,38.84084292,0,103,141.052849,0,0,0,0,0,1
1,0.26,0.537827298,79,84.34818942,327,1786,3338.690808,2034,0,6,6,1,1
1,0,0,0,0,96,0,0,0,0,2,0,0,1
2,33.77,22.79555556,100,88.88888889,212,8,4.888888889,120,0,4,4,1,0
1,1.79,1.79,0,0,336,0,0,128,0,8,3,0.375,1
1,2.89,2.790571809,0,0,96,0,0,0,0,2,0,0,1
2,11.05,10.90333333,50,50,106,0,0,0,0,2,0,0,0
1,0.19,0.245,349,249.5,557,1246,1191,1450,0,5,5,1,0
2,21.64,36.59,50191,69559.42857,51591,1183,1926.285714,2611,0,50,51,1.02,0
2,11.05,11.05,50,50,106,0,0,0,0,2,0,0,0
2,0.35,0.218568665,48,48.01844964,76,461,234.3900461,489,0,1,1,1,0
2,0,7.035222672,0,204.537112,0,882,7085.446694,938,0,0,2,0,1
1,0.49,1.355411481,79,92.436188,327,2541,9696.138956,2789,0,6,6,1,1
1,0.25,0.198181818,2323,1449.109091,2571,1332,2306.745455,1540,0,6,5,0.833333333,1
1,0.22,0.34587741,118,149.5575877,386,1167,1254.047949,1435,1285,5,5,1,1
1,5.01,5.615984,78,5540.112,286,855,6727.8592,2046,0,5,8,1.6,1
1,0.25,0.34587741,160,149.5575877,428,1208,1254.047949,1476,1368,5,5,1,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
2,0,0.012398725,34,38.84084292,62,86,141.052849,0,0,1,0,0,1
1,5.44,5.615984,654,5540.112,1022,1679,6727.8592,4422,0,9,27,3,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,22.67,28.60444444,100,98.02777778,212,284,101.5555556,368,0,4,3,0.75,0
1,0.19,0.323333333,62,61.66666667,270,485,13003.66667,693,0,5,5,1,1
1,0.47,1.355411481,67,92.436188,275,1305,9696.138956,1513,0,5,5,1,1
2,0.07,0.218568665,45,48.01844964,73,111,234.3900461,139,0,1,1,1,1
1,2.62,2.62,0,0,336,0,0,128,0,8,3,0.375,1
2,0.01,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
2,0.21,0.839704755,90,106.0653595,146,118,392.7018256,146,0,2,1,0.5,1
1,0.37,10.62,89,522.6666667,329,12157,64428,12517,0,6,9,1.5,1
1,3.01,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0,1
2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
1,3,3.001984127,0,0,120,0,0,0,0,2,0,0,1
2,0.26,0.186666667,68,78.66666667,124,98,145.3333333,126,0,2,1,0.5,1
1,0.22,0.178,0,0,52,0,0,40,0,1,1,1,0
1,0.48,36.51043478,475,739.9347826,643,1258,12396.23913,1386,0,4,3,0.75,1
1,0.68,1.494109589,61,86.80479452,269,295,3133.928082,503,0,5,5,1,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
2,0,5.774,402,489.2,458,0,0,0,0,2,0,0,1
1,2.96,2.235824176,0,0,96,0,0,0,0,2,0,0,1
1,0.78,0.904045894,244,243.5615942,772,9097,9547.653986,9521,244,10,8,0.8,1
2,22.73,30.59527778,75,98.02777778,159,6,64.22222222,90,0,3,3,1,0
2,9.74,9.62,2,32.25,30,25,13.75,53,0,1,1,1,0
2,0.21,0.218568665,47,48.01844964,75,152,234.3900461,180,0,1,1,1,1
1,0.77,5.007720588,78,164.9632353,158,0,8013.536765,80,0,2,2,1,1
2,0,0.839704755,62,106.0653595,118,206,392.7018256,234,0,2,1,0.5,1
2,0,0.012398725,34,38.84084292,62,82,141.052849,0,0,1,0,0,1
1,3.01,1.707283465,0,0,192,0,0,0,0,4,0,0,1
2,0.44,0.218568665,48,48.01844964,76,114,234.3900461,142,0,1,1,1,1
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
1,60.95,59.68460478,81,79.05514706,658,403,401.2490809,571,0,12,4,0.333333333,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,43.64,29.27166667,100,75,212,0,0,0,0,4,0,0,0
1,21.12,7.7925,1007,306.8231707,3455,114623,50377.0122,118471,0,61,96,1.573770492,0
1,1.65,28.01263889,229,135.75,997,31720,17147.41667,32848,0,19,28,1.473684211,1
2,14.5,11.78888889,54,38.55555556,166,54,33.44444444,166,0,4,4,1,0
1,0,1.492391304,0,0,96,0,0,0,0,2,0,0,1
2,0.02,0.218568665,47,48.01844964,75,182,234.3900461,210,0,1,1,1,1
2,0.01,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,0.08,0.725262759,29,86.91753748,57,69,189.2577616,97,0,1,1,1,0
1,2.9,2.95,0,0,100,0,0,0,0,2,0,0,0
1,1.63,9.659849624,61,309.4323308,509,14994,285377.0677,15522,0,11,13,1.181818182,0
1,0,1.505,0,0,96,0,0,0,0,2,0,0,1
1,0.54,0.737964072,106,97.36327345,394,5090,7469.856287,5378,0,7,7,1,0
2,28.23,44.68818182,77,117.1818182,189,31,22.63636364,143,0,4,4,1,0
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
1,3,2.381908397,0,0,192,0,0,0,0,4,0,0,1
1,2.96,1.492,0,0,192,0,0,0,0,4,0,0,1
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
2,59.29,34.97083333,150,99.58333333,318,12,66.58333333,180,0,6,6,1,0
1,2.22,1.11,81,40.5,329,4924,2462,5168,0,6,6,1,1
1,0,1.490882353,0,0,96,0,0,0,0,2,0,0,1
1,0.22,0.324944945,156,149.7172172,424,1287,1259.554555,1555,1443,5,5,1,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,0.06,0.77,0,42.5,80,0,92959,40,0,2,1,0.5,1
1,0.48,1.125390995,117,95.14218009,405,5695,6479.913507,5983,0,7,7,1,0
1,0.21,0.333934321,60,61.25563426,268,712,7248.823567,920,0,5,5,1,1
1,0.01,12.26448276,0,343.2413793,80,0,37315.44828,40,0,2,1,0.5,1
2,3.53,14.09833333,27,48,83,27,34.91666667,83,0,2,2,1,0
1,0.24,0.237272727,185,185,393,1001,1001,1165,0,5,4,0.8,1
1,1.09,1.355411481,80,92.436188,288,1317,9696.138956,1525,0,5,5,1,1
1,3,3.001068702,0,0,120,0,0,0,0,2,0,0,1
2,12.53,12.196,52,48.8,136,29,31.8,113,0,3,3,1,0
1,0.25,1.297017544,150,152.3245614,478,9540,11902.04386,9948,0,8,10,1.25,0
1,3,1.552970743,0,0,192,0,0,0,0,4,0,0,1
1,18.84,6.294,310,239.425,788,2148,9748.175,3057,0,10,12,1.2,1
2,0.08,0.358,45,44.2,73,111,85.8,139,0,1,1,1,1
1,3,1.990679612,0,0,192,0,0,0,0,4,0,0,1
2,0.01,0.218568665,47,48.01844964,75,205,234.3900461,233,0,1,1,1,1
1,3,1.497936508,0,0,192,0,0,0,0,4,0,0,1
1,14.58,6.309191919,200,144.6136364,608,9371,4742.222222,9779,0,10,10,1,1
2,22.34,31.51756757,125,98.75675676,265,635,73.83783784,775,0,5,5,1,0
1,100.14,29.39441176,58,282.9117647,346,1032,62325.97059,1240,0,7,5,0.714285714,0
1,0.06,11.4777,53,352.465,133,0,27796.755,80,0,2,2,1,0
1,5.44,12.82846154,82,197.0961538,722,27854,8340.865385,31694,0,16,23,1.4375,0
1,2.61,3.893179104,47,45.28208955,427,63,103.5477612,547,0,9,12,1.333333333,0
1,0.49,0.62600551,118,102.4132231,406,5488,5550.330579,5776,0,7,7,1,0
2,1.16,0.2640539,58,35.32282745,114,137,243.6849378,165,0,2,1,0.5,0
2,0.12,4.923761855,42,210.5742887,70,324,5065.317176,380,0,1,2,2,1
2,11.17,35.8052,52,105.28,136,27,71.16,83,0,3,2,0.666666667,0
2,0.15,0.218568665,44,48.01844964,72,91,234.3900461,119,0,1,1,1,1
1,22083.71,65178.23333,4874,22105,24878,4408,16325,18523,0,372,347,0.932795699,0
1,0.46,0.413057065,150,192.7608696,470,948,1185.293478,1164,1098,6,4,0.666666667,1
1,2.52,29.30545455,0,48,80,0,9290.181818,0,0,2,0,0,0
2,0.21,0.218568665,44,48.01844964,72,100,234.3900461,128,0,1,1,1,1
1,3,1.573262411,0,0,192,0,0,0,0,4,0,0,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,2.62,2.62,0,0,336,0,0,128,0,8,3,0.375,1
1,0.59,0.59,221,221,681,9591,9591,9843,3141,11,6,0.545454545,1
2,22.19,25.55615385,100,90.38461538,212,470,107,582,0,4,4,1,0
1,0.12,0.31462963,63,67.22222222,311,1118,6104.425926,1322,0,6,5,0.833333333,0
1,0.22,0.222587413,300,294.7552448,508,622,600.6083916,830,0,5,5,1,1
1,2.69,37.42484848,343,537.5151515,711,6130,20782.34343,6418,0,9,7,0.777777778,0
2,0.02,0.012398725,49,38.84084292,77,213,141.052849,0,0,1,0,0,1
1,0.42,0.5525,484,473.1875,696,2718,18389.5625,3010,484,5,7,1.4,1
1,3,1.481366906,0,0,192,0,0,0,0,4,0,0,1
2,10.76,33.79674419,430,857.3023256,934,33314,68358.02326,34042,0,18,26,1.444444444,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,0.05,4.2025,0,204.5,80,0,7446.25,40,0,2,1,0.5,0
2,0.19,0.195,16,16,44,568,568,596,0,1,1,1,1
2,0.21,0.218568665,45,48.01844964,73,109,234.3900461,137,0,1,1,1,1
1,11.26,11.88387179,1361,1344.276068,2809,20193,20046.64188,43522,0,36,78,2.166666667,1
1,0,1.214,0,10,96,0,30.8,0,0,2,0,0,1
1,0.46,0.496534653,63,63.71287129,271,516,516.3663366,724,0,5,5,1,1
2,14.79,14.79,50,50,106,0,0,0,0,2,0,0,0
1,5.63,16.16416667,86,109.0833333,294,2496,4956.25,2704,0,5,5,1,0
2,11.49,10.107,50,42.5,106,4,2.6,60,0,2,2,1,0
1,0.8,5.950886076,0,252.8227848,88,0,11492.36709,48,0,2,1,0.5,1
1,17.19,28.93258824,820,399.2235294,1708,5099,88658.27059,5587,0,22,12,0.545454545,0
1,46.23,46.23,307,307,475,364,364,389,571,9,8,0.888888889,0
1,0.02,4.672058824,41,243.1139706,369,68,6917.898897,792,0,8,16,2,0
1,1.38,1.4425,222,225.25,682,9191,16818.75,9443,3142,11,6,0.545454545,1
1,0,1.674977503,0,0,96,0,0,0,0,2,0,0,1
1,0,2.0294,0,0,96,0,0,0,0,2,0,0,1
1,2.99,1.996666667,0,0,96,0,0,0,0,2,0,0,1
1,2.5,15.91083333,0,102.5,80,0,5832,0,0,2,0,0,1
2,2.88,13.635,25,50,53,2,2,30,0,1,1,1,0
1,1.63,5.336666667,397,377.25,645,723,600.25,931,0,6,5,0.833333333,0
1,0.24,0.358676043,156,149.6818623,424,1287,1259.152764,1555,1443,5,5,1,1
2,0.4,0.218568665,45,48.01844964,73,174,234.3900461,202,0,1,1,1,1
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
1,2.98,2.402297297,0,0,96,0,0,0,0,2,0,0,1
1,2.66,18.91146067,0,578.7078652,120,0,130564.1798,0,0,3,0,0,1
1,0.22,0.34587741,155,149.5575877,423,1286,1254.047949,1554,1441,5,5,1,1
1,0.5,2.011272727,0,80.61818182,88,0,475.6545455,48,0,2,1,0.5,1
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
1,0,1.674977503,0,0,96,0,0,0,0,2,0,0,1
1,0.43,0.34587741,118,149.5575877,386,1287,1254.047949,1555,1405,5,5,1,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,3,1.552970743,0,0,192,0,0,0,0,4,0,0,1
1,0.64,28.79327869,674,282.6557377,1202,13877,94550.59016,14445,0,13,14,1.076923077,1
2,0.11,32.44826087,25,98.91304348,53,2,15.34782609,30,0,1,1,1,0
2,33.04,22.6,50,45.25,106,79,106.25,219,0,2,5,2.5,0
2,0.03,0.218568665,49,48.01844964,77,371,234.3900461,399,0,1,1,1,1
2,25.35,23.7625,25,58,53,77,86.625,189,0,1,4,4,0
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
1,3.01,2.25,0,0,192,0,0,0,0,4,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,3.47,9.38839172,106,84.3566879,1914,109198,165839.6162,112526,0,45,83,1.844444444,1
1,0.23,0.330762916,154,149.8961854,422,1287,1257.438918,1555,1441,5,5,1,1
2,33.36,22.51888889,108,80.77777778,332,106,78,302,0,8,7,0.875,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,0.26,0.218568665,51,48.01844964,79,139,234.3900461,167,0,1,1,1,1
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
1,1.94,32.51860724,0,460.0612813,80,0,12354.0585,0,0,2,0,0,0
1,93.19,69.91,1,0.75,586,0,0,40,0,14,1,0.071428571,1
1,0.26,0.949744246,50,56.73913043,258,1250,1117.468031,1458,0,5,5,1,0
1,10.3,23.97631841,165,151.0331675,1493,61024,35953.04146,63032,0,33,50,1.515151515,1
2,0.2,0.218568665,45,48.01844964,73,151,234.3900461,179,0,1,1,1,1
1,0.44,4.793,70,68.5,150,0,3271.4,80,0,2,2,1,0
2,0,3.239224806,68,183.9263566,124,252,4273.112403,308,0,2,2,1,1
2,0,0.839704755,50,106.0653595,106,192,392.7018256,220,0,2,1,0.5,1
2,0.01,0.218568665,46,48.01844964,74,198,234.3900461,226,0,1,1,1,1
2,0,14.41619048,120,466.3333333,232,0,417.7190476,0,0,4,0,0,0
2,0.04,0.218568665,49,48.01844964,77,371,234.3900461,399,0,1,1,1,1
1,1.18,22.59888889,117,53,565,16665,19999.77778,17229,0,11,14,1.272727273,1
2,0.84,0.839704755,420,106.0653595,700,940,392.7018256,1080,0,10,5,0.5,1
1,9,7.716,0,49.4,1920,126175,45290,129735,0,48,89,1.854166667,0
1,0,1.659631902,0,0,96,0,0,0,0,2,0,0,1
1,0,1.552970743,0,0,96,0,0,0,0,2,0,0,1
2,0.01,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,11.22,2.196527778,71,63.68055556,319,487,3886.472222,743,0,6,6,1,0
1,0,44.75583333,473,4422.833333,1442,252,50478.08333,468,0,12,5,0.416666667,1
1,0.51,0.62600551,91,102.4132231,299,871,5550.330579,1079,0,5,5,1,0
2,0.01,0.218568665,51,48.01844964,79,555,234.3900461,583,0,1,1,1,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
1,5.03,5.993250518,703,189.4513458,1431,19953,8629.656315,41602,0,18,42,2.333333333,0
1,0,0,0,0,96,0,0,0,0,2,0,0,1
2,1.08,0.725262759,58,86.91753748,114,66,189.2577616,94,0,2,1,0.5,0
2,0.04,0.725262759,31,86.91753748,59,246,189.2577616,274,0,1,1,1,0
1,0.9,7.319333333,671,240.5666667,751,0,6995.9,40,0,2,1,0.5,0
1,1.17,4.491071429,84,84.21428571,412,9321,7742.553571,9729,0,8,10,1.25,1
1,0,1.93375,0,0,96,0,0,0,0,2,0,0,1
2,0,5.082442105,35,249.7873684,63,260,6848.221053,316,0,1,2,2,1
1,0.59,0.358676043,114,149.6818623,548,1162,1259.152764,1430,1276,6,5,0.833333333,1
1,0.49,0.904952978,125,105.7335423,413,5972,6050.194357,6300,0,7,8,1.142857143,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,3.01,1.505,0,0,192,0,0,0,0,4,0,0,1
2,0.2,0.215,16,16,44,568,568,596,0,1,1,1,1
2,14.35,6.418571429,50,33.92857143,106,2,2.428571429,30,0,2,1,0.5,0
1,9.52,32.51860724,350,460.0612813,758,3965,12354.0585,4493,0,10,13,1.3,1
1,0.1,0.1,1231,1231,1679,188,188,716,0,11,13,1.181818182,0
1,0.01,14.98571429,0,437.4285714,80,0,60194,40,0,2,1,0.5,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
2,13.54,7.983333333,52,43.66666667,136,29,27.33333333,113,0,3,3,1,0
2,10.96,10.96,52,52,136,25,25,53,0,3,1,0.333333333,0
1,3,1.483157895,0,0,192,0,0,0,0,4,0,0,1
1,0.01,5.993250518,39,189.4513458,367,68,8629.656315,792,0,8,16,2,1
2,0.23,0.725262759,26,86.91753748,54,159,189.2577616,187,0,1,1,1,0
1,3,1.487686567,0,0,192,0,0,0,0,4,0,0,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,1.06,2.605589226,516,109.9848485,1164,23130,11775.58249,23978,0,16,21,1.3125,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,2.83,9.398,90,61.31428571,650,19276,3675.914286,15562,0,12,14,1.166666667,0
1,0.09,0.105555556,1128,1108.222222,1576,188,188,716,0,11,13,1.181818182,0
2,21.58,33.39545455,77,109.6363636,189,31,121.3636364,143,0,4,4,1,0
2,0,0.839704755,58,106.0653595,114,399,392.7018256,427,0,2,1,0.5,1
2,0.02,0.218568665,45,48.01844964,73,406,234.3900461,434,0,1,1,1,1
1,3,2.026020942,0,0,192,0,0,0,0,4,0,0,1
2,55.86,34.08827586,150,110.0689655,318,12,49.55172414,180,0,6,6,1,0
1,21.97,20.46393258,0,63.23595506,5768,316020,525157.8315,325180,0,137,229,1.671532847,0
2,0.19,7.952727273,25,39.18181818,53,2,9.545454545,30,0,1,1,1,0
2,0.33,0.27,254,121,478,1825,804.25,1937,0,8,4,0.5,1
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
2,0.05,0.218568665,45,48.01844964,73,108,234.3900461,136,0,1,1,1,0
1,0.03,17.09434211,0,753.8947368,80,0,9267.019737,40,0,2,1,0.5,1
1,0.02,2.331114313,41,160.9212296,369,68,4695.48511,792,0,8,16,2,1
2,0.01,0.218568665,38,48.01844964,66,142,234.3900461,170,0,1,1,1,0
1,0,1.66173913,0,87.2173913,80,553,3180.869565,713,0,2,4,2,1
1,0.45,0.491678726,76,72.58900145,284,739,445.260492,907,0,5,4,0.8,1
2,0,0.012398725,30,38.84084292,58,117,141.052849,0,0,1,0,0,1
1,3.02,1.483451327,0,0,192,0,0,0,0,4,0,0,1
1,0.23,0.264347826,689,671.4130435,897,632,617.8369565,840,0,5,5,1,1
1,21.2,22.82457143,89,166.0571429,3433,190213,35735.08571,195453,0,79,131,1.658227848,0
2,0,0.725262759,39,86.91753748,67,55,189.2577616,83,0,1,1,1,0
2,0.03,0.725262759,24,86.91753748,52,226,189.2577616,254,0,1,1,1,0
1,1.97,2.170434783,71,75.05797101,399,9697,17985.46377,10105,0,8,10,1.25,0
1,2.09,1.355411481,67,92.436188,275,1305,9696.138956,1513,0,5,5,1,1
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
1,3,3.000916031,0,0,120,0,0,0,0,2,0,0,1
1,0.53,0.479090909,352,322.6363636,656,6316,5920,6608,352,7,7,1,1
1,3.02,5.206059655,39,2138.502355,367,68,8946.871272,912,0,8,18,2.25,0
1,0,1.495789474,0,0,96,0,0,0,0,2,0,0,1
1,0.48,0.668253425,113,106.9760274,361,2720,4743.208904,2968,0,6,6,1,0
1,0.05,0.224705882,156,70.19607843,476,2188,954.8627451,2508,2344,6,6,1,1
2,34.63,38.2556,71856,53474.72,82944,2300,1342.68,5268,0,396,106,0.267676768,0
2,11.12,32.58307692,50,100.2307692,106,4,74.65384615,60,0,2,2,1,0
1,2.9,2.781725516,0,10.25183211,96,0,3.656229181,0,0,2,0,0,1
1,15.08,13.98783217,596,570.6433566,848,167,203.8881119,339,0,6,4,0.666666667,0
1,0.5,0.688132184,113,103.4022989,361,2398,5261.528736,2646,0,6,6,1,0
2,0.04,0.725262759,32,86.91753748,60,86,189.2577616,114,0,1,1,1,0
2,33.11,25.448,507,165.4,787,133,81.4,385,0,10,9,0.9,0
2,10.99,11.01,50,50,106,0,0,0,0,2,0,0,0
1,0.5,1.355411481,124,92.436188,412,4654,9696.138956,4942,0,7,7,1,1
2,32.7,30.844,104,107,272,54,42,166,0,6,4,0.666666667,0
1,1.02,1.355411481,112,92.436188,400,5291,9696.138956,5579,0,7,7,1,1
1,0.6,0.537827298,90,84.34818942,338,1289,3338.690808,1537,0,6,6,1,0
1,1.29,0.804444444,65,60.44444444,993,50494,30793.77778,52022,0,23,38,1.652173913,1
1,0,0,0,0,96,0,0,0,0,2,0,0,1
2,0.14,0.218568665,45,48.01844964,73,406,234.3900461,434,0,1,1,1,1
1,0.51,5.152718447,97,66.99029126,545,17024,51115.87379,17672,0,11,16,1.454545455,1
1,1.03,0.537827298,106,84.34818942,354,1996,3338.690808,2244,0,6,6,1,0
2,0.03,0.725262759,27,86.91753748,55,161,189.2577616,189,0,1,1,1,0
1,0,0.71375,0,0,96,0,0,0,0,2,0,0,1
1,5.61,13.77173913,497,618.4347826,1337,39313,98135.86957,40553,0,21,31,1.476190476,0
1,2.96,1.5,0,0,192,0,0,0,0,4,0,0,1
1,0.29,0.968533937,79,57.59728507,287,285,1128.150226,493,0,5,5,1,1
1,2.96,1.489925373,0,0,192,0,0,0,0,4,0,0,1
2,0.79,1.538787879,588,450.8787879,1148,869,734.1818182,1149,0,20,10,0.5,1
2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
1,0.03,0.202842975,0,0,48,0,0,40,0,1,1,1,1
1,1.32,1.322802548,125,91.61995754,373,3562,6413.271762,3810,0,6,6,1,0
1,0.2,0.628031915,300,297.2234043,508,616,591.5797872,824,0,5,5,1,1
1,0.25,2.13915212,165,137.5860349,533,10225,10966.61097,10673,0,9,11,1.222222222,0
1,3.05,4.672058824,121,243.1139706,369,2147,6917.898897,9324,0,6,18,3,1
2,0.92,9.772956204,70,356.4854015,126,449,927.129562,505,0,2,2,1,1
2,10.31,5.363579882,121,256.3313609,205,816,6367.83432,984,0,3,6,2,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0.19,0.298636364,87,79.5,339,823,4886.863636,1075,0,6,6,1,0
2,0.22,5.888571429,50,42.85714286,106,466,102.2857143,522,0,2,2,1,0
2,0,0.839704755,54,106.0653595,110,511,392.7018256,539,0,2,1,0.5,1
2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
2,15.83,10.96857143,25,121.5714286,53,52,42.14285714,136,0,1,3,3,0
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
1,1.15,0.904045894,244,243.5615942,772,9094,9547.653986,9518,244,10,8,0.8,1
2,0.04,0.725262759,36,86.91753748,64,52,189.2577616,80,0,1,1,1,0
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
1,102.46,39.98541667,399,708.25,5327,308221,239374,317109,0,123,222,1.804878049,1
1,2.15,1.094215686,65,65.32254902,433,10814,2577.671569,11218,0,9,10,1.111111111,0
1,0.22,0.34587741,161,149.5575877,429,1210,1254.047949,1478,1371,5,5,1,1
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0,0,0,0,96,0,0,40,0,2,1,0.5,1
1,0.59,1.355411481,73,92.436188,281,1050,9696.138956,1258,0,5,5,1,0
1,3,1.483548387,0,0,192,0,0,0,0,4,0,0,1
1,0,1.48,0,0,96,0,0,0,0,2,0,0,1
1,10.61,5.57,247,333,1215,43615,9411.846154,44983,0,24,34,1.416666667,0
1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
1,2.96,1.479770992,0,0,192,0,0,0,0,4,0,0,1
2,29.15,7.457142857,75,39.28571429,159,6,3.142857143,90,0,3,3,1,0
1,25.77,22.19487179,1092,763.9230769,132412,8971045,6142982,9231445,0,3283,6510,1.982942431,1
2,0.69,0.218568665,44,48.01844964,72,374,234.3900461,402,0,1,1,1,1
2,1.39,5.615984,68,5540.112,124,456,6727.8592,512,0,2,2,1,0
2,0.04,0.218568665,42,48.01844964,70,190,234.3900461,218,0,1,1,1,0
1,0,1.662280702,0,0,96,0,0,0,0,2,0,0,1
1,0.03,3.239224806,311,183.9263566,919,1925,4273.112403,4986,0,15,28,1.866666667,1
1,3,1.565238095,0,0,192,0,0,0,0,4,0,0,1
2,14.1,8.677777778,50,40.03703704,106,4,29.66666667,60,0,2,2,1,0
1,2.54,1.424090909,92,79.22727273,460,10645,6219.909091,11089,0,9,11,1.222222222,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
2,0.05,0.086666667,16,16,44,568,568,596,0,1,1,1,1
2,55.23,28.83652174,200,101.0869565,424,572,114.9130435,796,0,8,8,1,0
1,0.04,1.77825641,1170,1027.138462,2916,420,606.7692308,668,0,14,6,0.428571429,1
2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
1,0.09,0.09,1102,1102,1550,188,188,716,0,11,13,1.181818182,0
2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
1,30,1.77825641,408,1027.138462,2432,3980,606.7692308,4628,0,40,16,0.4,1
1,0.14,0.14,799,799,1007,674,674,838,0,5,4,0.8,1
1,0,0,0,0,96,0,0,0,0,2,0,0,1
1,15.95,8.587234043,1279,116.1205674,3927,114152,5986.304965,117800,0,66,91,1.378787879,1
2,0.3,0.218568665,63,48.01844964,91,479,234.3900461,507,0,1,1,1,1
1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
1,2.98,1.49,0,0,192,0,0,0,0,4,0,0,1
2,0.04,0.725262759,27,86.91753748,55,48,189.2577616,76,0,1,1,1,0
1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
1,0,1.496907994,0,0,96,0,0,0,0,2,0,0,1
1,1.92,19.71676471,0,200.6764706,80,0,15937.17647,0,0,2,0,0,0
2,80.08,24.35,27,37,83,52,37.4,136,0,2,3,1.5,0
1,0.01,1.5025,0,0,96,0,0,0,0,2,0,0,1
1,0.22,0.251104972,691,682.8950276,899,644,636.8729282,852,0,5,5,1,1
2,25.6,22.362,77,79.2,189,81,114.9,249,0,4,6,1.5,0
1,3,1.52,0,0,192,0,0,0,0,4,0,0,1
2,32.5,27.20166667,173,180,313,127,149,295,0,5,6,1.2,0
1,0.11,3.85,0,235,80,0,4921.666667,80,0,2,2,1,1
1,0,2.134615385,0,0,96,0,0,0,0,2,0,0,1
1,64.73,59.68460478,81,79.05514706,658,403,401.2490809,571,0,12,4,0.333333333,1
